,PitchNo,PAofInning,PitchofPA,PitcherId,PitcherThrows,BatterId,BatterSide,Inning,Outs,Balls,Strikes,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayResult
PlateLocSide,0.04195241613510268,0.018588608685771595,-0.036525674938793405,-0.017359830352933696,0.17721911217247302,0.016699568460731756,-0.30879094501959425,0.039673512571563554,-0.002598484775401017,-0.011435548494336412,-0.0609187397002508,0.018548969770678953,0.0005428707224004144,0.0836442968879622,-0.021556466176597365,-0.03721967574487133,-0.04218590434493005,0.2636339675715021,-0.024103208995647708,0.19994625981945616,0.03595495816295411,0.056534337473875505,0.028300618105815686,0.3224843924865865,0.030021582928978302,1.0,0.07902166122076383,0.0700248192681691,0.3513936060990444,-0.08222495743486197,-0.040684024015422204,0.0035467997938735843,-0.16340869897772578,-0.028394072266077087,-0.041970594974863044,0.015062180616003689,-0.29042114892161097,-0.009506721989396701,-0.013685682639153056,-0.26741006364994485,0.0018419893012233699,-0.2978498437246218,0.02866303651052914,-0.22011699334142354,,-0.030519075435544423,0.020082296331975086,-0.08513410205414182,-0.019790048496602323,-0.2939154524258273,0.08176867366569611,0.03575122304695887,-0.01530419723979653
ZoneSpeed,-0.020393288964009437,-0.08953381052846485,-0.025787881484715294,-0.08666857513646499,0.17929816365806006,0.03414296151607711,-0.047111493294655825,0.0019105058346330938,-0.0217296313448001,0.08220835031571792,-0.1505731457662773,-0.00801867775099342,-0.04424763410076809,0.9874668783538811,-0.6704106607260709,-0.21791528353198683,0.22181299355700554,0.3115249423507343,0.16664998160827085,0.13693081132528376,0.28714304380987404,0.8161506895849128,0.5428675084251751,0.33851032644860196,0.1510314593067004,0.07902166122076383,1.0,0.6928732958279514,0.0927457429920647,-0.9816790939669046,0.10363093509716655,-0.03655003853179146,0.03892561908717281,0.017149589489887485,-0.004497447517025823,0.0015810155549821677,0.03595336373416228,-0.020031555930490993,-0.025892812848522507,0.02519971277511197,-0.026200885485088504,-0.3319259000025451,0.5652913989357629,-0.12751320987317666,,0.05527013258994738,0.22256842063654583,-0.9895339722448012,-0.6503779667692977,-0.336733364108679,0.7294098539797181,0.63616980158769,0.0007997911702953374
VertApprAngle,-0.013836847114643825,-0.06484352505774522,-0.02823012726698966,-0.05101746511061127,0.046422018535773886,0.04086247198340961,-0.043787864457302934,-0.00865228824399738,-0.03491963738308428,0.09588803467337705,-0.17285642540494914,0.009349618402454133,-0.046058355747867465,0.7306321140036895,-0.3919260271620006,-0.12187806108070356,0.03810141190372627,0.2894575766674814,-0.10570967651030791,0.05685393928656361,0.31006276906647445,0.8388134325496589,0.7555917272820112,0.24033088022425872,0.5489568583096108,0.0700248192681691,0.6928732958279514,1.0,0.1171523303762306,-0.7344212415533615,0.071813831847618,0.12544286941927582,0.03988318783726462,0.06896057107742531,-0.015506043404835499,0.13931994395764286,0.017883472562356676,0.11176248911295793,0.052872449960681224,0.02491897692178471,0.14144834930058067,-0.23257636393083517,0.7401251100244308,-0.05078643177810763,,-0.18671405650751144,0.121674775798182,-0.7298972124594042,-0.32445990366876076,-0.22611500964229134,0.6291152751512681,0.7583820754997601,-0.02074258954636443
HorzApprAngle,-0.028922985768014296,-0.011237623485275879,-0.04595277628216893,0.012161015982811907,-0.5823867526081129,0.05346280984841832,-0.09514541973767805,-0.027899244811832216,-0.020691797562404943,0.006104601073847746,-0.08937375817299209,-0.001463133842415641,-0.0050579359121288945,0.10299897980864008,-0.18610191585633024,0.5743890655339053,-0.19409263619624187,0.3194396428240672,0.12847258642496345,-0.6967095174864315,-0.025125784344625292,0.18019798159646327,0.21294894328539452,0.0936906062093397,0.039218109851702244,0.3513936060990444,0.0927457429920647,0.1171523303762306,1.0,-0.0898288414527464,0.030520145117473193,-0.0029902626724790464,-0.07419635579903942,0.014706827437568785,0.022012965118839024,-0.010400864879702867,-0.10711315079849572,0.008099588188657915,0.021388229361273322,-0.11280423524127894,-0.0001805860006086713,-0.015013897463421046,0.21077487624404753,0.7036202615497757,,0.10251304375649417,-0.5920983568346266,-0.10203142184997123,-0.1762231613705378,0.01552082206685937,0.09338218478996353,0.19557163093923746,0.005393382959382622
ZoneTime,0.006822189952409052,0.08213332964369008,0.027467751399215524,0.07563627002251576,-0.17981300808609438,-0.0291642291781534,0.05491801846794393,-0.009972431224712653,0.02238190185066579,-0.08655829469333164,0.15950273030418405,0.006064117622937573,0.0444081850852561,-0.9810868669949155,0.6723384515397608,0.22050740891650675,-0.1730385249597114,-0.3150534816867632,-0.13256853002903254,-0.1405043782464114,-0.4184889756831094,-0.8465200260161602,-0.5727989221347466,-0.3390731419153083,-0.16956281072568555,-0.08222495743486197,-0.9816790939669046,-0.7344212415533615,-0.0898288414527464,1.0,-0.10211838496143409,0.028347815028694757,-0.0436183607573918,-0.01642525657398977,0.003119602023594331,-0.012077462324005207,-0.036987488861917675,0.01385365378034332,0.023519879185749642,-0.028326645511056393,0.018194728553176984,0.3334744121472748,-0.5969184252606672,0.131795365203147,,-0.02014007160852762,-0.2237052887308642,0.9842247149199954,0.6374684795237952,0.3341271953668686,-0.7672226079782368,-0.65750760621226,0.0009076732919375344
ExitSpeed,-0.03211195561809899,-0.006283417251517241,-0.00023413779270042137,0.02861768318125814,-0.02292354293507167,-0.04145251972638943,-0.0013814796079770239,-0.0341924027179557,-0.015291389148608487,0.055381061534038795,-0.05996695320425231,-0.20511719691098942,0.1005039519593141,0.10143221859820921,-0.0813230261581971,0.009281527971423105,0.00101392777572375,0.020459492992087838,0.016248103868074706,-0.03203585333929701,0.024547008219159762,0.0914643478934614,0.0662951537591508,0.013040103007345124,0.001277616823174911,-0.040684024015422204,0.10363093509716655,0.071813831847618,0.030520145117473193,-0.10211838496143409,1.0,0.07355580082933355,-0.025176919693961027,-0.28255798102807633,0.15396643169680435,-0.23641111029916606,-0.05136633768106894,0.2582914634746434,0.28580205852749013,-0.029484982497123002,0.04729322886230482,-0.010329307185873741,0.06829930509194415,0.034439296407721094,,0.002309983269126136,-0.008305047760362488,-0.10143585561484389,-0.08125650114075708,-0.008856406839505294,0.06318017740783116,0.07273347550566597,0.231845168646347
Angle,-0.024041370820422826,-0.009741230943717222,0.022124947869404592,0.036842362107763114,-0.032682767617830115,-0.02120666937989474,0.007651041241622271,-0.022965234555062216,-0.017233227931241754,0.04303535536541737,-0.027866256411830236,0.05000034409258222,-0.008615856065809755,-0.019831044246807535,-0.018305303316312825,0.04032909984130945,0.024487914615522317,-0.042091566015956,0.04960813879844904,-0.02606884957192417,-0.014427456629704249,0.0857368993489398,0.1536030285707445,-0.05157192430158493,0.16754349678480038,0.0035467997938735843,-0.03655003853179146,0.12544286941927582,-0.0029902626724790464,0.028347815028694757,0.07355580082933355,1.0,0.04183509963169364,0.6317424159646577,-0.12005089242389887,0.9468427511128867,0.04372555170740469,0.7536280325324706,0.4866190661721643,0.05278510329385218,0.907881022784474,0.05118117005569986,0.14446313460431312,0.02356977238430292,,0.052099146243317435,-0.0379971780467614,0.020668122092629932,-0.00873591386582785,0.050320228531015365,0.026061012644531114,0.13958274295886583,-0.07658246201842529
Direction,0.015123457549044036,0.009905504343000499,-0.012362533438330202,0.022727963642734467,0.01698186096808691,0.04341019907487166,-0.22597570655200117,0.016983235072378887,-0.00021289437808465683,-0.018872031149407813,0.003388162327762441,0.028672414921769335,0.022594792465734207,0.040088682491041756,-0.032239413139553565,-0.062735584262848,-0.00237503001841245,0.03969983896925973,-0.014596361178098559,0.021422459130322216,0.05356407068138453,0.04384728862383361,0.036589989753551745,0.017569424039506107,-0.0059261999283332254,-0.16340869897772578,0.03892561908717281,0.03988318783726462,-0.07419635579903942,-0.0436183607573918,-0.025176919693961027,0.04183509963169364,1.0,0.08393520892001448,0.0066507569766935375,0.02535459586459376,0.9889217686431749,0.026180037578540337,0.022758087639215403,0.9479582824220156,0.037407099962460486,-0.02349991494641209,0.03834362273739778,-0.016373358556376127,,-0.02090785911073907,0.06505679183377912,-0.039872329272742514,-0.029544005202483396,-0.017824786214219,0.03485952644556224,0.04049552165084239,-0.030049705848703114
HitSpinRate,0.011318460422792694,-0.00866890317632938,0.03217967161586025,0.025702959050726108,-0.04682177529510783,0.047758773191559474,0.05113757818559883,0.008039535964624738,0.0021813989822645485,0.029114585500184403,0.015986390259057504,0.28361818617150614,-0.09814714264427929,0.023575020471873848,-0.007733694819351391,0.02644893198451581,0.04845421607927102,0.013521504282094247,0.022066858239283196,-0.03331161987647857,-0.01410131793878007,0.04503934413434502,0.058097268721111955,-0.02133110810916381,0.08838348175233196,-0.028394072266077087,0.017149589489887485,0.06896057107742531,0.014706827437568785,-0.01642525657398977,-0.28255798102807633,0.6317424159646577,0.08393520892001448,1.0,-0.2343930091797067,0.6596590171671592,0.11365912509567892,0.19247224890985132,-0.2030352993490885,0.10412590734681303,0.5612392917122464,0.022486994297273865,0.05404501940202241,0.033764774339065724,,0.023311899981047116,-0.02554356747997932,-0.02186942480226832,-0.0036526826455948454,0.021712801561451868,0.02983054618211929,0.054291504655224504,-0.30426991598057657
PositionAt110X,0.01035191325714969,0.01322431683721729,-0.03858984984487618,-0.0035799822557251977,-0.023916339933818805,-0.007765691258982111,0.012860569529965225,0.002637019781802472,0.017969297746862577,-0.022192959407981525,-0.03882456900062474,0.08230437643755298,-0.03931691724218039,-0.004218945272832804,0.00018314159170401014,0.015289735633691464,-0.021728217425785155,-0.0006491992440473486,-0.011742522634366365,-0.03203538941113234,-0.006814745987262503,-0.0093048650696214,-0.01297995920024443,-0.001121946124651908,-0.028788872305820563,-0.041970594974863044,-0.004497447517025823,-0.015506043404835499,0.022012965118839024,0.003119602023594331,0.15396643169680435,-0.12005089242389887,0.0066507569766935375,-0.2343930091797067,1.0,-0.048002224329847645,0.008453765262234895,0.2670092844242323,0.3863593418057399,0.01723803249624001,0.06470398815680212,0.003487520789826338,-0.011950004311056412,0.034259579700408736,,-0.013263474401947736,-0.016452800493483057,0.004346441562036366,0.00027071988996722263,0.0042102096179444555,-0.003426360419827034,-0.01700073470687738,-0.07758977007224012
PositionAt110Y,-0.007518563612589605,-0.010988237892250499,0.019663756897780344,0.008528350071464684,-0.0017350944205311927,-0.008906179472736617,0.033632150438126354,-0.0083794974534092,-0.014447079734631425,0.057596108547345606,-0.03565579519272537,0.4827111883019068,-0.1481699180806468,0.01400695219759356,-0.005236881044275024,-0.004156182249268859,0.01576532856194563,0.00472761948662572,0.03525545021907974,0.011068793371297337,0.016993803280452257,0.0859458671276195,0.12576272208874137,-0.0037957171924680134,0.1850117054735585,0.015062180616003689,0.0015810155549821677,0.13931994395764286,-0.010400864879702867,-0.012077462324005207,-0.23641111029916606,0.9468427511128867,0.02535459586459376,0.6596590171671592,-0.048002224329847645,1.0,0.03653387607734486,0.3218783532520287,-0.36037145824878475,0.0392688738596693,0.9210370557352155,0.0025794476962846227,0.1178848748061468,-0.012342059349549715,,0.039545692166870226,0.00531535155672316,-0.013805947757974158,0.00806231111698922,0.0025930086188783157,0.040243706231489075,0.11305399813963889,-0.5007558245226671
PositionAt110Z,0.03513825854070702,0.012025398425052137,0.0062858289402956844,0.008461072170922007,0.0025088832864890182,0.015705793878509674,0.0309962008746145,0.032896504081497364,0.005214772966799239,-0.002365144803325934,0.021058674185876522,0.03652802150046519,0.004289614271403341,0.034677316433825926,-0.03700141878862801,-0.06428486437899304,0.026043848748236488,0.013954560186810816,0.0019025448006625484,-0.00014924631888466847,0.035157610492455506,0.03266150136819988,0.023653645902673718,-0.005698798021773409,-0.0205483223418048,-0.29042114892161097,0.03595336373416228,0.017883472562356676,-0.10711315079849572,-0.036987488861917675,-0.05136633768106894,0.04372555170740469,0.9889217686431749,0.11365912509567892,0.008453765262234895,0.03653387607734486,1.0,-0.019671543854244116,-0.014809409801472344,0.991367099003124,0.023928203178474723,-0.002539247021694623,0.02679965907136462,0.008213114423899031,,-0.00379469767767219,0.06781036743536663,-0.03435887679712091,-0.03812437042033356,0.003326472977446365,0.023828529769431606,0.030424812274799713,-0.029386945651215662
Distance,-0.04317835926452962,-0.0025985413500409765,0.009121758378213898,0.04029619947356819,-0.04442123892697738,-0.012349877243420446,0.013121986629216832,-0.041692949812739695,-0.001123120904323871,0.038976431193258276,-0.038721348558236224,-0.045793950545220195,0.06631691170637005,-0.006423122218214412,-0.0225727137101106,0.046971904291325584,0.015477224624380358,-0.03498506163200985,0.03894819488969356,-0.039322910134381064,-0.013182555290699123,0.08016148743302769,0.13426858278337608,-0.050731279549381135,0.1367157046589103,-0.009506721989396701,-0.020031555930490993,0.11176248911295793,0.008099588188657915,0.01385365378034332,0.2582914634746434,0.7536280325324706,0.026180037578540337,0.19247224890985132,0.2670092844242323,0.3218783532520287,-0.019671543854244116,1.0,0.8644632831657351,0.031916581346010296,0.8732520948863368,0.05132677766472439,0.12693426411907943,0.03759969427325071,,0.03965207801564036,-0.04393703372843561,0.007242266983112147,-0.014747048425749585,0.049866867566370786,0.025581019267118185,0.12262083693306634,0.03492402740731711
LastTrackedDistance,-0.031321694718964024,0.004473587878862488,-0.0018561469661704038,0.03672364775498248,-0.05160962689932811,-0.003538064420092274,0.006777948081064606,-0.02989658739946189,0.009098382222228054,0.017042311862723838,-0.026433350205101187,-0.16079085544351365,0.10411247115559662,-0.016986900283221987,-0.0157799172368741,0.05188262687064862,-0.0002830650633354302,-0.031039240527504633,0.032167703592904405,-0.04928556157753029,-0.022337206208993373,0.04077857313891003,0.0804238175502788,-0.045976059078658024,0.07208267457082747,-0.013685682639153056,-0.025892812848522507,0.052872449960681224,0.021388229361273322,0.023519879185749642,0.28580205852749013,0.4866190661721643,0.022758087639215403,-0.2030352993490885,0.3863593418057399,-0.36037145824878475,-0.014809409801472344,0.8644632831657351,1.0,0.026824346177712014,0.5889483609347876,0.047684916320437525,0.07601846023831317,0.04827869772312121,,0.03278496388164897,-0.049700625426675846,0.01777095099099786,-0.012416449019798435,0.04715378026714666,0.0063581864254294304,0.07231418465809088,0.15819843172007875
Bearing,0.014940306406632313,0.006997840514889132,-0.002506774779204918,0.02666341601520611,-0.006337549719786649,0.023852339588095857,-0.05165801923329572,0.01586606592455151,0.00018557575232834057,-0.012285754685086596,0.013679991730836357,0.02982663351882286,0.015103874275062037,0.026108895602197854,-0.029710352947053313,-0.049330367727859176,0.00927385933052932,-0.004552192043689804,-0.0007281545703770508,-0.005070590318594143,0.03836684709491243,0.0329018278832514,0.030673341247129355,-0.029210444388717373,-0.0062829106418979975,-0.26741006364994485,0.02519971277511197,0.02491897692178471,-0.11280423524127894,-0.028326645511056393,-0.029484982497123002,0.05278510329385218,0.9479582824220156,0.10412590734681303,0.01723803249624001,0.0392688738596693,0.991367099003124,0.031916581346010296,0.026824346177712014,1.0,0.05111184659149583,0.020512338062818894,0.03250073934377691,0.011728564077757317,,-0.0052699108186469844,0.0537446106635454,-0.025542109367031517,-0.02869266512923086,0.02489444343222557,0.02286910307452693,0.034600195573449705,-0.0316600264641503
HangTime,-0.03157855431884988,-0.00953201361836293,0.01879629121854689,0.03648413996867622,-0.03636680533940333,-0.010949995396090184,0.020207532508335912,-0.02939315267338828,-0.008697140140680846,0.04871398415076597,-0.03491452212886812,0.12374983715138924,-0.015655003129304245,-0.009891840011384094,-0.014692068954173533,0.03805321574484419,0.018984840622131804,-0.03212862462901476,0.04602470082814549,-0.026217055977081714,-0.013011322216096369,0.09317208759400093,0.15761242428404915,-0.04665763188493121,0.18588314259344305,0.0018419893012233699,-0.026200885485088504,0.14144834930058067,-0.0001805860006086713,0.018194728553176984,0.04729322886230482,0.907881022784474,0.037407099962460486,0.5612392917122464,0.06470398815680212,0.9210370557352155,0.023928203178474723,0.8732520948863368,0.5889483609347876,0.05111184659149583,1.0,0.04650063704739997,0.14797014780925405,0.024045499283652648,,0.04927635931134144,-0.035380402986599245,0.010827670191734825,-0.0036366890576881752,0.04516083231100082,0.029289256548273565,0.14233747531888327,-0.1552448457636063
pfxx,-0.049302231406816825,0.012596222404886974,0.08133132743541514,0.09522587339231105,-0.671927417341781,0.045726388938821805,0.14554482250481798,-0.06260170755023732,0.0062817737518714575,0.02446314177700472,0.1292246105950169,-0.016267213762079936,0.004011594076589575,-0.33299706800988077,0.1671157932454205,0.8097489526628969,0.030860780772572493,-0.7957014910482841,0.04315042410650821,-0.648314484500682,-0.17895435844125565,-0.2424357811710624,-0.13450399399451526,-0.9966329240234684,-0.024513648819530817,-0.2978498437246218,-0.3319259000025451,-0.23257636393083517,-0.015013897463421046,0.3334744121472748,-0.010329307185873741,0.05118117005569986,-0.02349991494641209,0.022486994297273865,0.003487520789826338,0.0025794476962846227,-0.002539247021694623,0.05132677766472439,0.047684916320437525,0.020512338062818894,0.04650063704739997,1.0,-0.14316609346854983,0.6257164734289042,,0.07694819626416667,-0.7947553900145592,0.334017663577006,0.16189611019824893,0.9933772501904495,-0.26601031542289333,-0.17070596833824064,0.014796409450072868
pfxz,-0.05761208501177796,-0.06946674084648832,-0.02432119256082191,0.03878169471361122,-0.07640057414023955,0.038339242175976465,-0.020030996455949975,-0.05341370232338222,-0.04934372807276214,0.10005950521324859,-0.16911208385337628,-0.0019132812614018,-0.033784172048521736,0.608057763297927,-0.8160473568306265,0.006793798092886348,-0.08815087024138245,0.22885564527927235,0.34834430725785487,-0.0839649248225591,0.21463693109140505,0.9309268041040193,0.9979686403113324,0.1583428479677459,0.21773416251298436,0.02866303651052914,0.5652913989357629,0.7401251100244308,0.21077487624404753,-0.5969184252606672,0.06829930509194415,0.14446313460431312,0.03834362273739778,0.05404501940202241,-0.011950004311056412,0.1178848748061468,0.02679965907136462,0.12693426411907943,0.07601846023831317,0.03250073934377691,0.14797014780925405,-0.14316609346854983,1.0,0.09000641251892869,,0.22578218636737185,-0.003568443222420391,-0.6051669213899679,-0.774313625423224,-0.13801362161496888,0.5696358816486484,0.9883358900997791,-0.0070663720494082965
x0,-0.06526165804655948,-0.009314783374799764,0.017907008001938698,0.0669114867493425,-0.907866030156545,0.06301820180557248,0.10768750804957462,-0.07063447133838764,-0.01309311839333993,0.02220903418218284,0.01579441209248169,-0.0164595966345417,-0.002255667232253967,-0.1209135577159459,-0.0590530090287386,0.9248662627566762,-0.12519054985072622,-0.2501793635742052,0.13914637782071862,-0.9990800033943942,-0.1291679806005972,0.0015530759623484456,0.09656148700127222,-0.566912356558461,0.00916543694500809,-0.22011699334142354,-0.12751320987317666,-0.05078643177810763,0.7036202615497757,0.131795365203147,0.034439296407721094,0.02356977238430292,-0.016373358556376127,0.033764774339065724,0.034259579700408736,-0.012342059349549715,0.008213114423899031,0.03759969427325071,0.04827869772312121,0.011728564077757317,0.024045499283652648,0.6257164734289042,0.09000641251892869,1.0,,0.13771888678350594,-0.9256039566337211,0.12281270396793156,-0.054196012568295274,0.6463224154086017,-0.09173460584884778,0.06010118018815151,0.017793690670264647
y0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z0,-0.05405900036594677,-0.021157545012628957,-0.00398941584311576,0.10886143347439448,-0.04669733238104051,0.018831265628664925,0.05235538106202241,-0.04482463552140152,-0.010091932589072518,-0.024595761498706303,0.016012230178715274,-0.002172424324943335,-0.0022985265094283727,0.042481118358057096,-0.4423480498782683,0.12392336251475056,0.041135789612270296,-0.11039420156389082,0.9864043217499292,-0.1371870988923784,-0.1569683801225739,0.14341480921926805,0.20571477022776208,-0.06884744006897503,0.26543813213683937,-0.030519075435544423,0.05527013258994738,-0.18671405650751144,0.10251304375649417,-0.02014007160852762,0.002309983269126136,0.052099146243317435,-0.02090785911073907,0.023311899981047116,-0.013263474401947736,0.039545692166870226,-0.00379469767767219,0.03965207801564036,0.03278496388164897,-0.0052699108186469844,0.04927635931134144,0.07694819626416667,0.22578218636737185,0.13771888678350594,,1.0,-0.11518737481896432,-0.04530011086781228,-0.4656348278797689,0.06583528205979065,0.03173947437583136,0.22633708202193817,-0.0014594735195348142
vx0,0.05467805614961853,-0.005835789403110603,-0.03820853251953979,-0.08861333059190114,0.8901880312953967,-0.06955861055929322,-0.05719289145488675,0.06539517482722476,0.007917950524402168,-0.023748862938593115,-0.050533761141739235,0.013879211266841551,-0.0005105431221206525,0.2164953867132496,-0.03300547687273349,-0.9979219463799031,0.09323279144759392,0.44769197903742936,-0.10255484024816129,0.9396375872375275,0.1618233725168705,0.09577687329173919,-0.012211849934278174,0.744487096302511,-0.00118869586933642,0.020082296331975086,0.22256842063654583,0.121674775798182,-0.5920983568346266,-0.2237052887308642,-0.008305047760362488,-0.0379971780467614,0.06505679183377912,-0.02554356747997932,-0.016452800493483057,0.00531535155672316,0.06781036743536663,-0.04393703372843561,-0.049700625426675846,0.0537446106635454,-0.035380402986599245,-0.7947553900145592,-0.003568443222420391,-0.9256039566337211,,-0.11518737481896432,1.0,-0.21796851020560656,-0.034675004510172094,-0.8123802402700042,0.164304318984179,0.028461495143439416,-0.015397282464084595
vy0,0.015217358049488195,0.09185520433118495,0.023487172738740004,0.08588139334707781,-0.17352114383621822,-0.032796563893049815,0.04851540125717813,-0.007955630777511588,0.024774190557942753,-0.08859805938697216,0.15356025098100667,0.0065796818529464665,0.04626415264256121,-0.9996425000846373,0.6774286742681979,0.21378264779773845,-0.21547099061336358,-0.31801585102077706,-0.15871762664073394,-0.1322489768417396,-0.28793413204553736,-0.8441733034064614,-0.5840031617854926,-0.34068765692473124,-0.17853862948115803,-0.08513410205414182,-0.9895339722448012,-0.7298972124594042,-0.10203142184997123,0.9842247149199954,-0.10143585561484389,0.020668122092629932,-0.039872329272742514,-0.02186942480226832,0.004346441562036366,-0.013805947757974158,-0.03435887679712091,0.007242266983112147,0.01777095099099786,-0.025542109367031517,0.010827670191734825,0.334017663577006,-0.6051669213899679,0.12281270396793156,,-0.04530011086781228,-0.21796851020560656,1.0,0.6542593904328418,0.33807049262193917,-0.8183618943199026,-0.6741356948796643,0.001678577586285996
vz0,0.06124794699003889,0.07534817102529376,0.015186408542641116,-0.03589986278618237,-0.0012417205141082737,-0.02523221160635868,0.01105248943731487,0.046248422805504535,0.037082728090963975,-0.07793433267492231,0.12297579145756628,0.018641367707897743,0.021649930199525286,-0.6558222654091729,0.9930225775014371,0.02898940824709037,-0.028591355126692856,-0.18229945220494087,-0.6012455755428681,0.04691417506577323,-0.13159941662735333,-0.7828163217075753,-0.7402343116215199,-0.17516874957048292,0.20052206841028425,-0.019790048496602323,-0.6503779667692977,-0.32445990366876076,-0.1762231613705378,0.6374684795237952,-0.08125650114075708,-0.00873591386582785,-0.029544005202483396,-0.0036526826455948454,0.00027071988996722263,0.00806231111698922,-0.03812437042033356,-0.014747048425749585,-0.012416449019798435,-0.02869266512923086,-0.0036366890576881752,0.16189611019824893,-0.774313625423224,-0.054196012568295274,,-0.4656348278797689,-0.034675004510172094,0.6542593904328418,1.0,0.16344408949807018,-0.5439199099424453,-0.7949105255493872,-0.01495532386469772
ax0,-0.05011035108284834,0.015626374773438638,0.08110519135820728,0.10366204269003908,-0.6970269283130809,0.0501788008448019,0.13676499297175618,-0.06417754100979478,0.004277328249689718,0.026808424231184447,0.12594560714508587,-0.0167434381774927,0.0038055160483453383,-0.3368503658586384,0.1672185843855573,0.8220776588527671,0.01146621643362733,-0.7684351160254266,0.032943875858202507,-0.6681073607886999,-0.1770964072920492,-0.2385058980709978,-0.1291113851061765,-0.9873606414766588,-0.02735390301807837,-0.2939154524258273,-0.336733364108679,-0.22611500964229134,0.01552082206685937,0.3341271953668686,-0.008856406839505294,0.050320228531015365,-0.017824786214219,0.021712801561451868,0.0042102096179444555,0.0025930086188783157,0.003326472977446365,0.049866867566370786,0.04715378026714666,0.02489444343222557,0.04516083231100082,0.9933772501904495,-0.13801362161496888,0.6463224154086017,,0.06583528205979065,-0.8123802402700042,0.33807049262193917,0.16344408949807018,1.0,-0.2694368812695912,-0.1674688447878742,0.016192649326618482
ay0,0.011799137356844883,-0.08045041287474645,-0.0027265678646266377,-0.0686410474537012,0.131976421253909,0.016280603560601837,-0.04002395645181125,0.0362000775986178,-0.024994785640883314,0.08791381174806774,-0.11163907584858365,-0.0009045691803654285,-0.0421133520933922,0.8250899105616338,-0.5632160592938639,-0.1614368303772926,0.18219865945713692,0.254466757669724,0.12679885392535872,0.09910165603379029,0.20509092808925714,0.7207585508378569,0.5525473614466829,0.26961522473812755,0.17754109426224596,0.08176867366569611,0.7294098539797181,0.6291152751512681,0.09338218478996353,-0.7672226079782368,0.06318017740783116,0.026061012644531114,0.03485952644556224,0.02983054618211929,-0.003426360419827034,0.040243706231489075,0.023828529769431606,0.025581019267118185,0.0063581864254294304,0.02286910307452693,0.029289256548273565,-0.26601031542289333,0.5696358816486484,-0.09173460584884778,,0.03173947437583136,0.164304318984179,-0.8183618943199026,-0.5439199099424453,-0.2694368812695912,1.0,0.6254342337515947,-0.00945241939718319
az0,-0.05054430685863368,-0.06980414949316273,-0.019136369527419202,0.028317536410720826,-0.040231439889089594,0.03882502281197086,-0.01958783363594481,-0.04510113538475267,-0.042358535153231555,0.10474332350414735,-0.1651352434755406,-0.005935355338349833,-0.03150076965822801,0.6771032457331656,-0.8279169149400333,-0.024763569211353285,-0.025553185142539042,0.2377520781066967,0.3502048160776725,-0.05353595123727601,0.2230790698384198,0.9486608809798334,0.9835953681432923,0.1848076410438925,0.2258104639307197,0.03575122304695887,0.63616980158769,0.7583820754997601,0.19557163093923746,-0.65750760621226,0.07273347550566597,0.13958274295886583,0.04049552165084239,0.054291504655224504,-0.01700073470687738,0.11305399813963889,0.030424812274799713,0.12262083693306634,0.07231418465809088,0.034600195573449705,0.14233747531888327,-0.17070596833824064,0.9883358900997791,0.06010118018815151,,0.22633708202193817,0.028461495143439416,-0.6741356948796643,-0.7949105255493872,-0.1674688447878742,0.6254342337515947,1.0,-0.003784486000535097
PlayResult,-0.008420149335601932,0.020447851928889586,-0.0016651979525889725,0.02929557652608841,-0.014517015741390518,0.007208946266565035,0.0035111259676898912,-0.01707568941302737,-0.030786990832272834,0.0034340110118956046,-0.010400096199303013,-0.8912477453767287,0.3691601777226509,-0.001552367240952928,-0.010747648710184137,0.015186417611874363,-0.013784810064590921,-0.02247058532960388,0.000631695897097688,-0.017232253026284523,-0.0025731787013214776,-0.006071184267050259,-0.008672566064000221,-0.013897287490561771,-0.03553910382275067,-0.01530419723979653,0.0007997911702953374,-0.02074258954636443,0.005393382959382622,0.0009076732919375344,0.231845168646347,-0.07658246201842529,-0.030049705848703114,-0.30426991598057657,-0.07758977007224012,-0.5007558245226671,-0.029386945651215662,0.03492402740731711,0.15819843172007875,-0.0316600264641503,-0.1552448457636063,0.014796409450072868,-0.0070663720494082965,0.017793690670264647,,-0.0014594735195348142,-0.015397282464084595,0.001678577586285996,-0.01495532386469772,0.016192649326618482,-0.00945241939718319,-0.003784486000535097,1.0
